0.000000,1,0,100,627374400,1
0.100137,1,1,100,627374400,1
0.199862,1,2,100,627374400,1
0.300274,1,3,100,627374400,1
0.400328,1,4,100,627374400,1
0.500295,1,5,100,627374400,1
0.599795,1,6,100,627374400,1
0.699910,1,7,100,627374400,1
0.799965,1,8,100,627374400,1
0.900050,1,9,100,627374400,1
0.999918,1,10,100,627374400,1
1.101043,1,11,100,627374400,1
1.199727,1,12,100,627374400,1
1.300164,1,13,100,627374400,1
1.400292,1,14,100,627374400,1
1.500135,1,15,100,627374400,1
1.600303,1,16,100,627374400,1
1.700169,1,17,100,627374400,1
1.800858,1,18,100,627374400,1
1.900107,1,19,100,627374400,1
1.999748,1,20,100,627374400,1
2.100660,1,21,100,627374400,1
2.200172,1,22,100,627374400,1
2.300042,1,23,100,627374400,1
2.400265,1,24,100,627374400,1
2.501044,1,25,100,627374400,1
2.600492,1,26,100,627374400,1
2.700186,1,27,100,627374400,1
2.807065,1,28,100,627374400,1
2.900252,1,29,100,627400100,1
3.000215,1,30,100,627400100,1
3.100096,1,31,100,627400100,1
3.200582,1,32,100,627400100,1
3.299991,1,33,100,627400100,1
3.400029,1,34,100,627400100,1
3.499914,1,35,100,627400100,1
3.600004,1,36,100,627400100,1
3.700080,1,37,100,627400100,1
3.800022,1,38,100,627400100,1
3.900008,1,39,100,627400100,1
4.000006,1,40,100,627400100,1
4.101055,1,41,100,627400100,1
4.199948,1,42,100,627400100,1
4.300046,1,43,100,627400100,1
4.399806,1,44,100,627400100,1
4.502170,1,45,100,627400100,1
4.600038,1,46,100,627400100,1
4.700264,1,47,100,627400100,1
4.801559,1,48,100,627400100,1
4.900379,1,49,100,627400100,1
4.999883,1,50,100,627400100,1
5.099730,1,51,100,627400100,1
5.200085,1,52,100,627400100,1
5.299823,1,53,100,627400100,1
5.400266,1,54,100,627400100,1
5.499958,1,55,100,627429100,1
5.600004,1,56,100,627451500,1
5.700048,1,57,100,627451500,1
5.800130,1,58,100,627451500,1
5.901111,1,59,100,627451500,1
6.000534,1,60,100,627451500,1
6.100281,1,61,100,627451500,1
6.199914,1,62,100,627451500,1
6.299915,1,63,100,627451500,1
6.400245,1,64,100,627451500,1
6.499979,1,65,100,627451500,1
6.600015,1,66,100,627451500,1
6.699957,1,67,100,627451500,1
6.800037,1,68,100,627451500,1
6.900106,1,69,100,627451500,1
7.000205,1,70,100,627451500,1
7.099751,1,71,100,627451500,1
7.200121,1,72,100,627451500,1
7.300056,1,73,100,627451500,1
7.400287,1,74,100,627451500,1
7.499867,1,75,100,627451500,1
7.600015,1,76,100,627451500,1
7.699716,1,77,100,627451500,1
7.800188,1,78,100,627451500,1
7.899951,1,79,100,627451500,1
8.000235,1,80,100,627451500,1
8.099933,1,81,100,627451500,1
8.200330,1,82,100,627451500,1
8.299824,1,83,100,627451500,1
8.400153,1,84,100,627451500,1
8.499776,1,85,100,627451500,1
8.600007,1,86,100,627451500,1
8.699682,1,87,100,627451500,1
8.800220,1,88,100,627451500,1
8.900537,1,89,100,627387300,1
9.000351,1,90,100,627369600,1
9.100494,1,91,100,627300100,1
9.199830,1,92,100,627300100,1
9.299886,1,93,100,627300100,1
9.399909,1,94,100,627300100,1
9.499909,1,95,100,627300100,1
9.600105,1,96,100,627300100,1
9.699952,1,97,100,627300100,1
9.800820,1,98,100,627331900,1
9.900084,1,99,100,627373400,1
9.999871,1,100,100,627373400,1
10.099762,1,101,100,627373400,1
10.200037,1,102,100,627373400,1
10.301638,1,103,100,627498800,1
10.401114,1,104,100,627535800,1
10.499789,1,105,100,627535800,1
10.599931,1,106,100,627535800,1
10.700046,1,107,100,627535800,1
10.800208,1,108,100,627535800,1
10.900416,1,109,100,627535800,1
10.999953,1,110,100,627535800,1
11.100291,1,111,100,627535800,1
11.200150,1,112,100,627535800,1
11.300140,1,113,100,627565400,1
11.400108,1,114,100,627565400,1
11.500132,1,115,100,627550100,1
11.600524,1,116,100,627550100,1
11.699998,1,117,100,627550100,1
11.800281,1,118,100,627550100,1
11.900398,1,119,100,627598600,1
12.000974,1,120,100,627598600,1
12.099941,1,121,100,627598600,1
12.200004,1,122,100,627598600,1
12.300627,1,123,100,627598600,1
12.401500,1,124,100,627598600,1
