fold_id,train_size,test_size,accuracy,directional_accuracy
0,35998,3599,0.7360377882745207,0.0
1,39597,3599,0.09613781606001667,0.4792243767313019
2,43196,3599,0.8132814670741872,0.0
3,46795,3599,0.7610447346485135,0.0
4,50394,3599,0.7507641011392053,0.0
5,53993,3599,0.7546540705751598,0.0
6,57592,3599,0.09196999166435121,0.5015151515151515
7,61191,3599,0.10197277021394832,0.4797385620915033
8,64790,3599,0.7863295359822173,0.0
9,68389,3599,0.7021394831897749,0.0
