fold_id,train_size,test_size,accuracy,directional_accuracy
0,4498,449,0.3741648106904232,0.0
1,4947,449,0.311804008908686,0.4268292682926829
2,5396,449,0.3028953229398664,0.0
3,5845,449,0.2984409799554566,0.0
4,6294,449,0.3674832962138085,0.5769230769230769
5,6743,449,0.32293986636971045,0.0
6,7192,449,0.26057906458797325,0.4957627118644068
7,7641,449,0.33407572383073497,0.0
8,8090,449,0.37861915367483295,0.5555555555555556
9,8539,449,0.24944320712694878,0.4163568773234201
