fold_id,train_size,test_size,accuracy,directional_accuracy
0,49813,9962,0.7830756876129291,0.0
1,59775,9962,0.7787592852840794,0.0
2,69737,9962,0.7793615739811283,0.0009090909090909091
3,79699,9962,0.7971290905440674,0.0009896091044037606
