fold_id,train_size,test_size,accuracy,directional_accuracy
0,49813,9962,0.7860871310981731,0.08888888888888889
1,59775,9962,0.7683196145352339,0.2333182024512029
2,69737,9962,0.7831760690624373,0.10045454545454545
3,79699,9962,0.740112427223449,0.3023255813953488
